célia,célia.N+Pr:fs;@SÉ-LÍ-6
aparente,aparente.N:ms;Á-PÁ-@ŔẼ-7I
aparente,aparente.N:fs;Á-PÁ-@ŔẼ-7I
latina,latino.A:fs;LÁ-@7Ĩ-N6
latina,latino.V:P3s;LÁ-@7Ĩ-N6
latina,latino.V:Y2s;LÁ-@7Ĩ-N6
latina,latino.N:fs;LÁ-@7Ĩ-N6
obrigou,obrigar.V:J3s;Ô-BŔÍ-@GÔW
absoluto,absoluto.A:ms;ÁB-SÔ-@LÚ-TU
absoluto,absoluto.N:ms;ÁB-SÔ-@LÚ-TU
facilidade,facilidade.N:fs;FÁ-SÍ-LÍ-@DÁ-8I
originais,original.A:mp;Ô-ŔÍ-JÍ-@NÁYS
originais,original.A:fp;Ô-ŔÍ-JÍ-@NÁYS
originais,original.V:P2p;Ô-ŔÍ-JÍ-@NÁYS
originais,original.N:mp;Ô-ŔÍ-JÍ-@NÁYS
originais,original.N:fp;Ô-ŔÍ-JÍ-@NÁYS
medicina,medicina.V:P3s;MÊ-8Í-@SÍ-N6
medicina,medicina.V:Y2s;MÊ-8Í-@SÍ-N6
medicina,medicina.N:fs;MÊ-8Í-@SÍ-N6
medicina,medicina.V:P3s;MÊ-8Í-@SÍ-N6
medicina,medicina.V:Y2s;MÊ-8Í-@SÍ-N6
medicina,medicina.N:fs;MÊ-8Í-@SÍ-N6
havendo,haver.V:G;Á-@VẼ-DU
ensino,ensino.V:P1s;Ẽ-@SĨ-NU
ensino,ensino.N:ms;Ẽ-@SĨ-NU
ensino,ensino.V:P1s;Ẽ-@SĨ-NU
ensino,ensino.N:ms;Ẽ-@SĨ-NU
diz,dizer.V:P3s;@8ÍS
diz,dizer.V:Y2s;@8ÍS
peritos,perito.A:mp;PÊ-@ŔÍ-TUS
peritos,perito.N:mp;PÊ-@ŔÍ-TUS
destinadas,destinado.A:fp;DÊS-7Í-@NÁ-D6S
destinadas,destinado.V:K;DÊS-7Í-@NÁ-D6S
mandela,mandela.N+Pr:;MÃ-@DÉ-L6
quase,quase.ADV:;@KWÁ-ZI
cantor,cantor.N:ms;KÃ-@TÔH
atitudes,atitude.N:fp;Á-7Í-@TÚ-8IS
usado,usado.A:ms;Ú-@ZÁ-DU
usado,usado.V:K;Ú-@ZÁ-DU
contas,conta.V:P2s;@KÕ-T6S
contas,conta.N:fp;@KÕ-T6S
espectador,espectador.A:ms;ÊS-PÊK-TÁ-@DÔH
espectador,espectador.N:ms;ÊS-PÊK-TÁ-@DÔH
fifa,fifa.SIGL:;@FÍ-F6
competitividade,competitividade.N:fs;KÕ-PÊ-7Í-7Í-VÍ-@DÁ-8I
beleza,beleza.N:fs;BÊ-@LÊ-Z6
independentemente,independentemente.ADV:;Ĩ-DÊ-PẼ-DẼ-7Í-@MẼ-7I
definitivo,definitivo.A:ms;DÊ-FÍ-NÍ-@7Í-VU
aprender,aprender.V:W1s;Á-PŔẼ-@DÊH
aprender,aprender.V:W3s;Á-PŔẼ-@DÊH
aprender,aprender.V:U1s;Á-PŔẼ-@DÊH
aprender,aprender.V:U3s;Á-PŔẼ-@DÊH
estudante,estudante.N:ms;ÊS-TÚ-@DÃ-7I
estudante,estudante.N:fs;ÊS-TÚ-@DÃ-7I
censura,censura.V:P3s;SẼ-@SÚ-Ŕ6
censura,censura.V:Y2s;SẼ-@SÚ-Ŕ6
censura,censura.N:fs;SẼ-@SÚ-Ŕ6
organizadores,organizador.A:mp;ÔR-GÁ-NÍ-ZÁ-@DÔ-ŔIS
organizadores,organizador.N:mp;ÔR-GÁ-NÍ-ZÁ-@DÔ-ŔIS
arranjar,arranjar.V:W1s;Á-HÃ-@JÁH
arranjar,arranjar.V:W3s;Á-HÃ-@JÁH
arranjar,arranjar.V:U1s;Á-HÃ-@JÁH
arranjar,arranjar.V:U3s;Á-HÃ-@JÁH
oeste,oeste.A:ms;Ô-@ÉS-7I
oeste,oeste.A:fs;Ô-@ÉS-7I
oeste,oeste.N:ms;Ô-@ÉS-7I
estrada,estrada.V:P3s;ÊS-@TŔÁ-D6
estrada,estrada.V:Y2s;ÊS-@TŔÁ-D6
estrada,estrada.V:K;ÊS-@TŔÁ-D6
estrada,estrada.N:fs;ÊS-@TŔÁ-D6
curiosidade,curiosidade.N:fs;KÚ-ŔÍ-Ô-ZÍ-@DÁ-8I
militante,militante.A:ms;MÍ-LÍ-@TÃ-7I
militante,militante.A:fs;MÍ-LÍ-@TÃ-7I
militante,militante.N:ms;MÍ-LÍ-@TÃ-7I
militante,militante.N:fs;MÍ-LÍ-@TÃ-7I
corredores,corredor.A:mp;KÔ-HÊ-@DÔ-ŔIS
corredores,corredor.N:mp;KÔ-HÊ-@DÔ-ŔIS
drama,drama.N:ms;@DŔÃ-M6
virtude,virtude.N:fs;VÍH-@TÚ-8I
encontro,encontro.V:P1s;Ẽ-@KÕ-TŔU
encontro,encontro.N:ms;Ẽ-@KÕ-TŔU
encontro,encontro.V:P1s;Ẽ-@KÕ-TŔU
encontro,encontro.N:ms;Ẽ-@KÕ-TŔU
voltas,volta.V:P2s;@VÓW-T6S
voltas,volta.N:fp;@VÓW-T6S
michel,michel.N+Pr:;MÍ-@XÉW
liberais,liberal.A:mp;LÍ-BÊ-@ŔÁYS
liberais,liberal.A:fp;LÍ-BÊ-@ŔÁYS
liberais,liberal.V:P2p;LÍ-BÊ-@ŔÁYS
liberais,liberal.N:mp;LÍ-BÊ-@ŔÁYS
liberais,liberal.N:fp;LÍ-BÊ-@ŔÁYS
impede,impedir.V:P3s;Ĩ-@PÉ-8I
impede,impedir.V:Y2s;Ĩ-@PÉ-8I
necessariamente,necessariamente.ADV:;NÊ-SÊ-SÁ-ŔÍ-Á-@MẼ-7I
charles,charles.V:S2s;@XÁR-LIS
charles,charles.N+Pr:;@XÁR-LIS
delegado,delegar.V:K;DÊ-LÊ-@GÁ-DU
recordar,recordar.V:W1s;HÊ-KÔR-@DÁH
recordar,recordar.V:W3s;HÊ-KÔR-@DÁH
recordar,recordar.V:U1s;HÊ-KÔR-@DÁH
recordar,recordar.V:U3s;HÊ-KÔR-@DÁH
preto,preto.A:ms;@PŔÊ-TU
preto,preto.N:ms;@PŔÊ-TU
mortes,morte.N:fp;@MÓH-7IS
diga,dizer.V:S1s;@8Í-G6
diga,dizer.V:S3s;@8Í-G6
diga,dizer.V:Y3s;@8Í-G6
ponta,ponta.V:P3s;@PÕ-T6
ponta,ponta.V:Y2s;@PÕ-T6
ponta,ponta.N:fs;@PÕ-T6
atmosfera,atmosfera.N:fs;Á7-MÔS-@FÉ-Ŕ6
permita,permitir.V:S1s;PÊR-@MÍ-T6
permita,permitir.V:S3s;PÊR-@MÍ-T6
permita,permitir.V:Y3s;PÊR-@MÍ-T6
tarefas,tarefa.N:fp;TÁ-@ŔÉ-F6S
encontrada,encontrado.A:fs;Ẽ-KÕ-@TŔÁ-D6
encontrada,encontrado.V:K;Ẽ-KÕ-@TŔÁ-D6
passeio,passeio.V:P1s;PÁ-@SÊY-U
passeio,passeio.N:ms;PÁ-@SÊY-U
respeitar,respeitar.V:W1s;HÊS-PÊY-@TÁH
respeitar,respeitar.V:W3s;HÊS-PÊY-@TÁH
respeitar,respeitar.V:U1s;HÊS-PÊY-@TÁH
respeitar,respeitar.V:U3s;HÊS-PÊY-@TÁH
radicais,radical.A:mp;HÁ-8Í-@KÁYS
radicais,radical.A:fp;HÁ-8Í-@KÁYS
radicais,radical.V:P2p;HÁ-8Í-@KÁYS
radicais,radical.N:mp;HÁ-8Í-@KÁYS
radicais,radical.N:fp;HÁ-8Í-@KÁYS
abandonou,abandonar.V:J3s;Á-BÃ-DÔ-@NÔW
segunda,segundo.A:fs;SÊ-@GŨ-D6
segunda,segundo.DET+Num:;SÊ-@GŨ-D6
segunda,segundo.V:P3s;SÊ-@GŨ-D6
segunda,segundo.V:Y2s;SÊ-@GŨ-D6
segunda,segundo.N:fs;SÊ-@GŨ-D6
federal,federal.A:ms;FÊ-DÊ-@ŔÁW
federal,federal.A:fs;FÊ-DÊ-@ŔÁW
beleza,beleza.N:fs;BÊ-@LÊ-Z6
independente,independente.A:ms;Ĩ-DÊ-PẼ-@DẼ-7I
independente,independente.A:fs;Ĩ-DÊ-PẼ-@DẼ-7I
fornecer,fornecer.V:W1s;FÔR-NÊ-@SÊH
fornecer,fornecer.V:W3s;FÔR-NÊ-@SÊH
fornecer,fornecer.V:U1s;FÔR-NÊ-@SÊH
fornecer,fornecer.V:U3s;FÔR-NÊ-@SÊH
revistas,revisto.A:fp;HÊ-@VÍS-T6S
revistas,revisto.V:K;HÊ-@VÍS-T6S
revistas,revisto.V:S2s;HÊ-@VÍS-T6S
revistas,revisto.V:P2s;HÊ-@VÍS-T6S
revistas,revisto.N:fp;HÊ-@VÍS-T6S
sevilha,sevilha.N+Pr:;SÊ-@VÍ-Ĺ6
capital,capital.A:ms;KÁ-PÍ-@TÁW
capital,capital.A:fs;KÁ-PÍ-@TÁW
capital,capital.N:ms;KÁ-PÍ-@TÁW
capital,capital.N:fs;KÁ-PÍ-@TÁW
senado,senado.N:ms;SÊ-@NÁ-DU
pescadores,pescador.A:mp;PÊS-KÁ-@DÔ-ŔIS
pescadores,pescador.N:mp;PÊS-KÁ-@DÔ-ŔIS
levam,levar.V:P3p;@LÉ-VÃŴ
internas,interno.A:fp;Ĩ-@TÉR-N6S
internas,interno.V:P2s;Ĩ-@TÉR-N6S
internas,interno.N:fp;Ĩ-@TÉR-N6S
sueco,sueco.A:ms;SÚ-@É-KU
sueco,sueco.N:ms;SÚ-@É-KU
guerrilha,guerrilha.V:P3s;GÊ-@HÍ-Ĺ6
guerrilha,guerrilha.V:Y2s;GÊ-@HÍ-Ĺ6
guerrilha,guerrilha.N:fs;GÊ-@HÍ-Ĺ6
cartazes,cartaz.N:mp;KÁH-@TÁ-ZIS
vagas,vago.A:fp;@VÁ-G6S
vagas,vago.V:K;@VÁ-G6S
vagas,vago.V:P2s;@VÁ-G6S
vagas,vago.N:fp;@VÁ-G6S
luxemburgo,luxemburgo.N+Pr:;LÚ-XẼ-@BÚR-GU
comprimento,comprimento.N:ms;KÕ-PŔÍ-@MẼ-TU
saneamento,saneamento.N:ms;SÁ-NÊ-Á-@MẼ-TU
fechou,fechar.V:J3s;FÊ-@XÔW
decreto,decreto.V:P1s;DÊ-@KŔÉ-TU
decreto,decreto.N:ms;DÊ-@KŔÉ-TU
onde,onde.ADV:;@Õ-8I
onde,onde.V:S1s;@Õ-8I
onde,onde.V:S3s;@Õ-8I
onde,onde.V:Y3s;@Õ-8I
importa,importar.V:P3s;Ĩ-@PÔH-T6
importa,importar.V:Y2s;Ĩ-@PÔH-T6
estados,estada.A:mp;ÊS-@TÁ-DUS
estados,estada.N:mp;ÊS-@TÁ-DUS
garantido,garantir.V:K;GÁ-ŔÃ-@7Í-DU
provoca,provocar.V:P3s;PŔÔ-@VÓ-K6
provoca,provocar.V:Y2s;PŔÔ-@VÓ-K6
ensaio,ensaio.V:P1s;Ẽ-@SÁY-U
ensaio,ensaio.N:ms;Ẽ-@SÁY-U
estiver,estar.V:U1s;ÊS-7Í-@VÉH
estiver,estar.V:U3s;ÊS-7Í-@VÉH
popularidade,popularidade.N:fs;PÔ-PÚ-LÁ-ŔÍ-@DÁ-8I
nobel,nobel.N+Pr:;NÔ-@BÉW
horizonte,horizonte.V:S1s;Ô-ŔÍ-@ZÕ-7I
horizonte,horizonte.V:S3s;Ô-ŔÍ-@ZÕ-7I
horizonte,horizonte.V:Y3s;Ô-ŔÍ-@ZÕ-7I
horizonte,horizonte.N:ms;Ô-ŔÍ-@ZÕ-7I
surpreendente,surpreendente.A:ms;SÚH-PŔÍ-Ẽ-@DẼ-7I
surpreendente,surpreendente.A:fs;SÚH-PŔÍ-Ẽ-@DẼ-7I
pedras,pedra.N:fp;@PÉ-DŔ6S
militar,militar.A:ms;MÍ-LÍ-@TÁH
militar,militar.A:fs;MÍ-LÍ-@TÁH
militar,militar.V:W1s;MÍ-LÍ-@TÁH
militar,militar.V:W3s;MÍ-LÍ-@TÁH
militar,militar.V:U1s;MÍ-LÍ-@TÁH
militar,militar.V:U3s;MÍ-LÍ-@TÁH
militar,militar.N:ms;MÍ-LÍ-@TÁH
militar,militar.N:fs;MÍ-LÍ-@TÁH
militar,militar.A:ms;MÍ-LÍ-@TÁH
militar,militar.A:fs;MÍ-LÍ-@TÁH
militar,militar.V:W1s;MÍ-LÍ-@TÁH
militar,militar.V:W3s;MÍ-LÍ-@TÁH
militar,militar.V:U1s;MÍ-LÍ-@TÁH
militar,militar.V:U3s;MÍ-LÍ-@TÁH
militar,militar.N:ms;MÍ-LÍ-@TÁH
militar,militar.N:fs;MÍ-LÍ-@TÁH
ouvidos,ouvido.A:mp;ÔW-@VÍ-DUS
ouvidos,ouvido.V:K;ÔW-@VÍ-DUS
ouvidos,ouvido.N:mp;ÔW-@VÍ-DUS
inimigo,inimigo.A:ms;Í-NÍ-@MÍ-GU
inimigo,inimigo.N:ms;Í-NÍ-@MÍ-GU
estranha,estranho.A:fs;ÊS-@TŔÃ-Ñ6
estranha,estranho.V:P3s;ÊS-@TŔÃ-Ñ6
estranha,estranho.V:Y2s;ÊS-@TŔÃ-Ñ6
estranha,estranho.N:fs;ÊS-@TŔÃ-Ñ6
estranha,estranho.A:fs;ÊS-@TŔÃ-Ñ6
estranha,estranho.V:P3s;ÊS-@TŔÃ-Ñ6
estranha,estranho.V:Y2s;ÊS-@TŔÃ-Ñ6
estranha,estranho.N:fs;ÊS-@TŔÃ-Ñ6
inicia,iniciar.V:P3s;Í-NÍ-@SÍ-6
inicia,iniciar.V:Y2s;Í-NÍ-@SÍ-6
presidida,presidir.V:K;PŔÊ-ZÍ-@8Í-D6
caro,caro.A:ms;@KÁ-ŔU
caro,caro.ADV:;@KÁ-ŔU
rural,rural.A:ms;HÚ-@ŔÁW
rural,rural.A:fs;HÚ-@ŔÁW
rural,rural.N:ms;HÚ-@ŔÁW
rural,rural.N:fs;HÚ-@ŔÁW
minoria,minoria.N:fs;MÍ-NÔ-@ŔÍ-6
escolheu,escolher.V:J3s;ÊS-KÔ-@ĹÊW
exemplar,exemplar.A:ms;Ê-ZẼ-@PLÁH
exemplar,exemplar.A:fs;Ê-ZẼ-@PLÁH
exemplar,exemplar.V:W1s;Ê-ZẼ-@PLÁH
exemplar,exemplar.V:W3s;Ê-ZẼ-@PLÁH
exemplar,exemplar.V:U1s;Ê-ZẼ-@PLÁH
exemplar,exemplar.V:U3s;Ê-ZẼ-@PLÁH
exemplar,exemplar.N:ms;Ê-ZẼ-@PLÁH
recolher,recolher.V:W1s;HÊ-KÔ-@ĹÊH
recolher,recolher.V:W3s;HÊ-KÔ-@ĹÊH
recolher,recolher.V:U1s;HÊ-KÔ-@ĹÊH
recolher,recolher.V:U3s;HÊ-KÔ-@ĹÊH
inaugurada,inaugurar.V:K;Í-NÁW-GÚ-@ŔÁ-D6
barreto,barreto.N+Pr:;BÁ-@HÊ-TU
atlanta,atlanta.N+Pr:;Á-@TLÃ-T6
navios,navio.N:mp;NÁ-@VÍ-US
abertas,aberto.A:fp;Á-@BÉH-T6S
abertas,aberto.V:K;Á-@BÉH-T6S
abertas,aberto.N:fp;Á-@BÉH-T6S
rumores,rumor.V:S2s;HÚ-@MÔ-ŔIS
rumores,rumor.N:mp;HÚ-@MÔ-ŔIS
apostar,apostar.V:W1s;Á-PÔS-@TÁH
apostar,apostar.V:W3s;Á-PÔS-@TÁH
apostar,apostar.V:U1s;Á-PÔS-@TÁH
apostar,apostar.V:U3s;Á-PÔS-@TÁH
divulgada,divulgar.V:K;8Í-VÚW-@GÁ-D6
guedes,guedes.N+Pr:;@GÉ-8IS
noruega,noruega.N+Pr:;NÔ-ŔÚ-@É-G6
inteiramente,inteiramente.ADV:;Ĩ-TÊY-ŔÁ-@MẼ-7I
anualmente,anualmente.ADV:;Á-NÚ-ÁW-@MẼ-7I
passados,passado.A:mp;PÁ-@SÁ-DUS
passados,passado.V:K;PÁ-@SÁ-DUS
passados,passado.N:mp;PÁ-@SÁ-DUS
passados,passado.N:mp;PÁ-@SÁ-DUS
liberdade,liberdade.N:fs;LÍ-BÊR-@DÁ-8I
fechado,fechado.A:ms;FÊ-@XÁ-DU
fechado,fechado.V:K;FÊ-@XÁ-DU
fechado,fechado.N:ms;FÊ-@XÁ-DU
americanas,americano.A:fp;Á-MÊ-ŔÍ-@KÃ-N6S
americanas,americano.N:fp;Á-MÊ-ŔÍ-@KÃ-N6S
retrato,retrato.V:P1s;HÊ-@TŔÁ-TU
retrato,retrato.N:ms;HÊ-@TŔÁ-TU
aterro,aterro.V:P1s;Á-@TÊ-HU
aterro,aterro.N:ms;Á-@TÊ-HU
alimentos,alimento.N:mp;Á-LÍ-@MẼ-TUS
gouveia,gouveia.N+Pr:;GÔW-@VÊY-6
fiz,fazer.V:J1s;@FÍS
urnas,urna.N:fp;@ÚR-N6S
aproveitamento,aproveitamento.N:ms;Á-PŔÔ-VÊY-TÁ-@MẼ-TU
introduzir,introduzir.V:W1s;Ĩ-TŔÔ-DÚ-@ZÍH
introduzir,introduzir.V:W3s;Ĩ-TŔÔ-DÚ-@ZÍH
introduzir,introduzir.V:U1s;Ĩ-TŔÔ-DÚ-@ZÍH
introduzir,introduzir.V:U3s;Ĩ-TŔÔ-DÚ-@ZÍH
cria,cria.V:I1s;@KŔÍ-6
cria,cria.V:I3s;@KŔÍ-6
cria,cria.V:P3s;@KŔÍ-6
cria,cria.V:Y2s;@KŔÍ-6
cria,cria.N:fs;@KŔÍ-6
cria,cria.V:I1s;@KŔÍ-6
cria,cria.V:I3s;@KŔÍ-6
cria,cria.V:P3s;@KŔÍ-6
cria,cria.V:Y2s;@KŔÍ-6
cria,cria.N:fs;@KŔÍ-6
perdas,perda.N:fp;@PÊR-D6S
legitimidade,legitimidade.N:fs;LÊ-JÍ-7Í-MÍ-@DÁ-8I
transmitir,transmitir.V:W1s;TŔÃZ-MÍ-@7ÍH
transmitir,transmitir.V:W3s;TŔÃZ-MÍ-@7ÍH
transmitir,transmitir.V:U1s;TŔÃZ-MÍ-@7ÍH
transmitir,transmitir.V:U3s;TŔÃZ-MÍ-@7ÍH
profundo,profundo.A:ms;PŔÔ-@FŨ-DU
profundo,profundo.ADV:;PŔÔ-@FŨ-DU
profundo,profundo.V:P1s;PŔÔ-@FŨ-DU
profundo,profundo.N:ms;PŔÔ-@FŨ-DU
acabaria,acabar.V:C1s;Á-KÁ-BÁ-@ŔÍ-6
acabaria,acabar.V:C3s;Á-KÁ-BÁ-@ŔÍ-6
relacionados,relacionado.A:mp;HÊ-LÁ-SÍ-Ô-@NÁ-DUS
relacionados,relacionado.V:K;HÊ-LÁ-SÍ-Ô-@NÁ-DUS
restante,restante.A:ms;HÊS-@TÃ-7I
restante,restante.A:fs;HÊS-@TÃ-7I
restante,restante.N:ms;HÊS-@TÃ-7I
restante,restante.N:fs;HÊS-@TÃ-7I
progresso,progresso.N:ms;PŔÔ-@GŔÉ-SU
partilha,partilha.V:P3s;PÁH-@7Í-Ĺ6
partilha,partilha.V:Y2s;PÁH-@7Í-Ĺ6
partilha,partilha.N:fs;PÁH-@7Í-Ĺ6
acompanhada,acompanhado.A:fs;Á-KÕ-PÃ-@ÑÁ-D6
acompanhada,acompanhado.V:K;Á-KÕ-PÃ-@ÑÁ-D6
viva,vivo.A:fs;@VÍ-V6
viva,vivo.V:P3s;@VÍ-V6
viva,vivo.V:Y2s;@VÍ-V6
viva,vivo.V:S1s;@VÍ-V6
viva,vivo.V:S3s;@VÍ-V6
viva,vivo.V:Y3s;@VÍ-V6
viva,vivo.N:fs;@VÍ-V6
viva,vivo.A:fs;@VÍ-V6
viva,vivo.V:P3s;@VÍ-V6
viva,vivo.V:Y2s;@VÍ-V6
viva,vivo.V:S1s;@VÍ-V6
viva,vivo.V:S3s;@VÍ-V6
viva,vivo.V:Y3s;@VÍ-V6
viva,vivo.N:fs;@VÍ-V6
agostinho,agostinho.N+Pr:;Á-GÔS-@7Ĩ-ÑU
veiga,veiga.N+Pr:;@VÊY-G6
vasconcelos,vasconcelos.N+Pr:;VÁS-KÕ-@SÊ-LUS
caos,caos.N:ms;@KÁ-US
tomar,tomar.V:W1s;TÔ-@MÁH
tomar,tomar.V:W3s;TÔ-@MÁH
tomar,tomar.V:U1s;TÔ-@MÁH
tomar,tomar.V:U3s;TÔ-@MÁH
cristina,cristina.N+Pr:;KŔÍS-@7Ĩ-N6
marcador,marcador.A:ms;MÁH-KÁ-@DÔH
marcador,marcador.N:ms;MÁH-KÁ-@DÔH
senhores,senhor.A:mp;SẼ-@ÑÔ-ŔIS
senhores,senhor.PRO+Tra:3mp;SẼ-@ÑÔ-ŔIS
senhores,senhor.N:mp;SẼ-@ÑÔ-ŔIS
vasto,vasto.A:ms;@VÁS-TU
vasto,vasto.V:P1s;@VÁS-TU
fundador,fundador.A:ms;FŨ-DÁ-@DÔH
fundador,fundador.N:ms;FŨ-DÁ-@DÔH
acontecido,acontecido.A:ms;Á-KÕ-TÊ-@SÍ-DU
acontecido,acontecido.V:K;Á-KÕ-TÊ-@SÍ-DU
corredor,corredor.A:ms;KÔ-HÊ-@DÔH
corredor,corredor.N:ms;KÔ-HÊ-@DÔH
impasse,impasse.V:T1s;Ĩ-@PÁ-SI
impasse,impasse.V:T3s;Ĩ-@PÁ-SI
impasse,impasse.N:ms;Ĩ-@PÁ-SI
protagonistas,protagonista.A:mp;PŔÔ-TÁ-GÔ-@NÍS-T6S
protagonistas,protagonista.A:fp;PŔÔ-TÁ-GÔ-@NÍS-T6S
protagonistas,protagonista.N:mp;PŔÔ-TÁ-GÔ-@NÍS-T6S
protagonistas,protagonista.N:fp;PŔÔ-TÁ-GÔ-@NÍS-T6S
ambientais,ambiental.A:mp;Ã-BÍ-Ẽ-@TÁYS
ambientais,ambiental.A:fp;Ã-BÍ-Ẽ-@TÁYS
ambientais,ambiental.V:P2p;Ã-BÍ-Ẽ-@TÁYS
rival,rival.A:ms;HÍ-@VÁW
rival,rival.A:fs;HÍ-@VÁW
rival,rival.N:ms;HÍ-@VÁW
rival,rival.N:fs;HÍ-@VÁW
animal,animal.A:ms;Á-NÍ-@MÁW
animal,animal.A:fs;Á-NÍ-@MÁW
animal,animal.A:ms;Á-NÍ-@MÁW
animal,animal.N:ms;Á-NÍ-@MÁW
animal,animal.N:ms;Á-NÍ-@MÁW
animal,animal.N:fs;Á-NÍ-@MÁW
verdes,verde.A:mp;@VÊR-8IS
verdes,verde.A:fp;@VÊR-8IS
verdes,verde.V:W2p;@VÊR-8IS
verdes,verde.N:mp;@VÊR-8IS
verdes,verde.N:fp;@VÊR-8IS
confessou,confessar.V:J3s;KÕ-FÊ-@SÔW
ensaios,ensaio.N:mp;Ẽ-@SÁY-US
criadas,criado.A:fp;KŔÍ-@Á-D6S
criadas,criado.V:K;KŔÍ-@Á-D6S
criadas,criado.N:fp;KŔÍ-@Á-D6S
surgiram,surgir.V:J3p;SÚR-@JÍ-ŔÃŴ
surgiram,surgir.V:Q3p;SÚR-@JÍ-ŔÃŴ
toda,todo.A:fs;@TÔ-D6
toda,todo.N:fs;@TÔ-D6
fracasso,fracasso.V:P1s;FŔÁ-@KÁ-SU
fracasso,fracasso.N:ms;FŔÁ-@KÁ-SU
clara,claro.A:fs;@KLÁ-Ŕ6
clara,claro.N:fs;@KLÁ-Ŕ6
clara,claro.N:fs;@KLÁ-Ŕ6
reunidos,reunido.A:mp;HÊ-Ú-@NÍ-DUS
reunidos,reunido.V:K;HÊ-Ú-@NÍ-DUS
desastre,desastre.N:ms;DÊ-@ZÁS-TŔI
penas,pena.V:P2s;@PẼ-N6S
penas,pena.N:fp;@PẼ-N6S
fraca,fraco.A:fs;@FŔÁ-K6
fraca,fraco.V:P3s;@FŔÁ-K6
fraca,fraco.V:Y2s;@FŔÁ-K6
fraca,fraco.N:fs;@FŔÁ-K6
atravessa,atravessar.V:P3s;Á-TŔÁ-@VÉ-S6
atravessa,atravessar.V:Y2s;Á-TŔÁ-@VÉ-S6
zaire,zaire.N+Pr:;@ZÁY-ŔI
vaz,vaz.N+Pr:;@VÁS
travar,travar.V:W1s;TŔÁ-@VÁH
travar,travar.V:W3s;TŔÁ-@VÁH
travar,travar.V:U1s;TŔÁ-@VÁH
travar,travar.V:U3s;TŔÁ-@VÁH
normais,normal.A:mp;NÔR-@MÁYS
normais,normal.A:fp;NÔR-@MÁYS
normais,normal.N:mp;NÔR-@MÁYS
normais,normal.N:fp;NÔR-@MÁYS
intelectual,intelectual.A:ms;Ĩ-TÊ-LÊK-TÚ-@ÁW
intelectual,intelectual.A:fs;Ĩ-TÊ-LÊK-TÚ-@ÁW
intelectual,intelectual.N:ms;Ĩ-TÊ-LÊK-TÚ-@ÁW
intelectual,intelectual.N:fs;Ĩ-TÊ-LÊK-TÚ-@ÁW
verificado,verificar.V:K;VÊ-ŔÍ-FÍ-@KÁ-DU
procuram,procurar.V:P3p;PŔÔ-@KÚ-ŔÃŴ
sucessor,sucessor.A:ms;SÚ-SÊ-@SÔH
sucessor,sucessor.N:ms;SÚ-SÊ-@SÔH
abel,abel.N+Pr:;Á-@BÉW
professora,professor.V:P3s;PŔÔ-FÊ-@SÔ-Ŕ6
professora,professor.V:Y2s;PŔÔ-FÊ-@SÔ-Ŕ6
professora,professor.N:fs;PŔÔ-FÊ-@SÔ-Ŕ6
arbitragem,arbitragem.N:fs;ÁR-BÍ-@TŔÁ-JẼỸ
intelectuais,intelectual.A:mp;Ĩ-TÊ-LÊK-TÚ-@ÁYS
intelectuais,intelectual.A:fp;Ĩ-TÊ-LÊK-TÚ-@ÁYS
intelectuais,intelectual.N:mp;Ĩ-TÊ-LÊK-TÚ-@ÁYS
intelectuais,intelectual.N:fp;Ĩ-TÊ-LÊK-TÚ-@ÁYS
chicago,chicago.N+Pr:;XÍ-@KÁ-GU
dirige,dirigir.V:P3s;8Í-@ŔÍ-JI
dirige,dirigir.V:Y2s;8Í-@ŔÍ-JI
apresentaram,apresentar.V:J3p;Á-PŔÊ-ZẼ-@TÁ-ŔÃŴ
apresentaram,apresentar.V:Q3p;Á-PŔÊ-ZẼ-@TÁ-ŔÃŴ
jornadas,jornada.N:fp;JÔR-@NÁ-D6S
desafios,desafio.N:mp;DÊ-ZÁ-@FÍ-US
reconhecido,reconhecido.A:ms;HÊ-KÕ-ÑÊ-@SÍ-DU
reconhecido,reconhecido.V:K;HÊ-KÕ-ÑÊ-@SÍ-DU
cresceu,crescer.V:J3s;KŔÊ-@SÊW
ditadura,ditadura.N:fs;8Í-TÁ-@DÚ-Ŕ6
reagiu,reagir.V:J3s;HÊ-Á-@JÍW
estruturais,estrutural.A:mp;ÊS-TŔÚ-TÚ-@ŔÁYS
estruturais,estrutural.A:fp;ÊS-TŔÚ-TÚ-@ŔÁYS
estruturais,estrutural.V:P2p;ÊS-TŔÚ-TÚ-@ŔÁYS
empregados,empregado.A:mp;Ẽ-PŔÊ-@GÁ-DUS
empregados,empregado.V:K;Ẽ-PŔÊ-@GÁ-DUS
empregados,empregado.N:mp;Ẽ-PŔÊ-@GÁ-DUS
chanceler,chanceler.N:ms;XÃ-SÊ-@LÉH
relacionadas,relacionado.A:fp;HÊ-LÁ-SÍ-Ô-@NÁ-D6S
relacionadas,relacionado.V:K;HÊ-LÁ-SÍ-Ô-@NÁ-D6S
leonor,leonor.N+Pr:;LÊ-Ô-@NÔH
ocupado,ocupado.A:ms;Ô-KÚ-@PÁ-DU
ocupado,ocupado.V:K;Ô-KÚ-@PÁ-DU
divulgar,divulgar.V:W1s;8Í-VÚW-@GÁH
divulgar,divulgar.V:W3s;8Í-VÚW-@GÁH
